simulation,gene_info,depth,Sequence_Identity,Spiked_ReadSupp
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000679469.1-ENST00000040738.10,10GB,85%,43
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000680282.1-ENST00000334205.9-ENST00000692032.1,10GB,85%,14
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000682737.1-ENST00000682737.1,10GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000684176.1-ENST00000522264.1,10GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000685306.1-ENST00000624022.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000685499.2-ENST00000480238.5,10GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000685535.1-ENST00000494744.1-ENST00000686298.2,10GB,85%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000685569.2-ENST00000527711.5,10GB,85%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000686495.1-ENST00000463804.6,10GB,85%,15
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000686616.2-ENST00000484564.1-ENST00000535963.1,10GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000686698.2-ENST00000686698.2,10GB,85%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000686832.1-ENST00000452214.5,10GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000687920.2-ENST00000687920.2,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000688044.1-ENST00000528888.5,10GB,85%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000688625.1-ENST00000702772.1,10GB,85%,16
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000689040.1-ENST00000564489.1,10GB,85%,15
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000689332.1-ENST00000611461.1,10GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000689811.2-ENST00000682494.1-ENST00000324436.5,10GB,85%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000689959.1-ENST00000689959.1,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000690311.1-ENST00000563203.1,10GB,85%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691160.2-ENST00000687794.1,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691165.1-ENST00000663583.1-ENST00000613461.3,10GB,85%,14
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691515.1-ENST00000401867.5,10GB,85%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691599.1-ENST00000490511.1,10GB,85%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691634.1-ENST00000604616.1,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691690.1-ENST00000573187.3,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000691707.1-ENST00000691707.1,10GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000692062.1-ENST00000692062.1,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000692675.1-ENST00000258733.9,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000694978.1-ENST00000544670.5,10GB,85%,16
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000695731.1-ENST00000417593.1-ENST00000504207.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000696082.1-ENST00000494074.1-ENST00000588643.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000696482.1-ENST00000409746.5,10GB,85%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000696704.1-ENST00000696704.1,10GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000696848.1-ENST00000696848.1,10GB,85%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000697249.1-ENST00000384076.1,10GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000697424.1-ENST00000516113.1,10GB,85%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000697741.1-ENST00000697741.1,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000698021.1-ENST00000463377.6,10GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000698683.1-ENST00000698683.1,10GB,85%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000698977.1-ENST00000612910.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000699412.1-ENST00000699412.1,10GB,85%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000699746.1-ENST00000372503.2,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000700851.1-ENST00000622505.1,10GB,85%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000700912.1-ENST00000354695.5,10GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000700965.1-ENST00000700965.1,10GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000701726.1-ENST00000701726.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000701841.1-ENST00000660350.1,10GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000702013.1-ENST00000267377.3,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000702269.1-ENST00000477677.5,10GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000702400.1-ENST00000446580.3-ENST00000394461.2,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000702991.1-ENST00000391366.3,10GB,85%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq.gz,ENST00000706066.1-ENST00000661111.1,10GB,85%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000210313.8-ENST00000656197.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000215882.10-ENST00000407142.5,10GB,90%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000254090.9-ENST00000689593.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000256722.10-ENST00000497833.1-ENST00000551155.1,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000263382.8-ENST00000598059.5,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000265563.13-ENST00000338981.7,10GB,90%,22
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000276410.7-ENST00000682700.1,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000276573.11-ENST00000675221.1-ENST00000495970.1,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000278979.7-ENST00000535842.6,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000293195.10-ENST00000612771.5,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000294973.11-ENST00000687045.1,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000298428.14-ENST00000298428.14,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000299540.6-ENST00000456036.2,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000301149.8-ENST00000547122.5,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000301634.12-ENST00000457108.1-ENST00000469299.1,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000305354.5-ENST00000305354.5,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000307221.5-ENST00000414780.1,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000308724.9-ENST00000413890.6,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000310924.7-ENST00000617619.1,10GB,90%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000311027.9-ENST00000543925.5,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000313871.9_PAR_Y-ENST00000461691.6_PAR_Y,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000322060.9-ENST00000322060.9,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000327355.6-ENST00000470542.5-ENST00000471532.5,10GB,90%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000335125.11-ENST00000335125.11,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000338625.9-ENST00000384919.1,10GB,90%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000341885.6-ENST00000363721.1,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000344201.7-ENST00000344201.7,10GB,90%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000346169.7-ENST00000621669.1-ENST00000514119.6,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000346301.8-ENST00000346301.8,10GB,90%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000355773.6-ENST00000497417.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000355860.7-ENST00000355860.7,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000358582.9-ENST00000650640.1,10GB,90%,15
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000358772.8-ENST00000360581.6,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000359452.9-ENST00000553625.5,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000361352.9-ENST00000450451.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000361665.7-ENST00000513880.2-ENST00000626336.2,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000361886.4-ENST00000361886.4,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000364281.1-ENST00000616658.1,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000366965.6-ENST00000366965.6,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000368129.3-ENST00000446414.2,10GB,90%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000370869.7-ENST00000593903.1-ENST00000481627.2,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000372220.5-ENST00000649972.1-ENST00000433160.1,10GB,90%,15
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000373698.7-ENST00000439471.2,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000373943.9-ENST00000527662.5,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000374255.6-ENST00000454799.6,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000374825.9-ENST00000688622.1,10GB,90%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000377270.8-ENST00000605734.1,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000377724.8-ENST00000452964.2,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000378512.5-ENST00000442080.6,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000379727.8-ENST00000379727.8,10GB,90%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000381233.8-ENST00000446750.1,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000381625.9_PAR_Y-ENST00000422618.6_PAR_Y,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000381843.6-ENST00000697470.1,10GB,90%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000381941.8-ENST00000665561.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000388955.8-ENST00000457352.4,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000389576.4-ENST00000225275.4,10GB,90%,20
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000391111.1-ENST00000560029.5,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000391196.1-ENST00000658286.1,10GB,90%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000391254.1-ENST00000679629.1,10GB,90%,30
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000393276.7-ENST00000559120.1,10GB,90%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000393674.7-ENST00000505124.5,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000395680.6-ENST00000432239.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000395953.6-ENST00000476271.3,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000395979.1-ENST00000515221.2,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000397030.5-ENST00000397030.5,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000397072.7-ENST00000523026.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000400318.6-ENST00000370873.9,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000402432.4-ENST00000413246.1-ENST00000374491.3,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000404015.2-ENST00000384664.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000406434.5-ENST00000465612.5,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000406452.8-ENST00000406452.8,10GB,90%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000407724.7-ENST00000264156.3,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000408047.5-ENST00000702978.1-ENST00000679964.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000408373.1-ENST00000358866.10,10GB,90%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000410497.1-ENST00000293761.8,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000411940.1-ENST00000706511.1-ENST00000610854.2,10GB,90%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000412117.1-ENST00000513578.5,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000412778.4-ENST00000412778.4,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000413365.1-ENST00000486759.6-ENST00000576080.1,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000417099.1-ENST00000684942.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000417464.6-ENST00000478088.1-ENST00000537918.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000418314.1-ENST00000418314.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000418638.1-ENST00000675799.1,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000418733.1-ENST00000494540.5,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000419121.6-ENST00000419121.6,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000419658.1-ENST00000419658.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000419977.4-ENST00000575188.5-ENST00000539881.5,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000420185.1-ENST00000440074.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000420539.1-ENST00000420539.1,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000422221.1-ENST00000696757.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000422805.2-ENST00000422805.2,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000423025.6-ENST00000652936.1-ENST00000513409.1,10GB,90%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000423325.6-ENST00000423325.6,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000425013.6-ENST00000374160.8-ENST00000500148.6,10GB,90%,17
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000425231.2-ENST00000412069.1,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000425324.2-ENST00000357984.7-ENST00000273063.10,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000425797.2-ENST00000584900.5,10GB,90%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000426527.1-ENST00000421563.5,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000427561.5-ENST00000456273.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000429769.5-ENST00000429769.5,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000429883.1-ENST00000693243.2,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000430540.1-ENST00000430540.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000431868.1-ENST00000513652.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000432360.2-ENST00000693714.1,10GB,90%,29
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000433548.1-ENST00000583102.1-ENST00000483444.5,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000434440.1-ENST00000524362.1-ENST00000494503.1,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000434934.1-ENST00000493430.5,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000435327.2-ENST00000685060.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000437525.3-ENST00000287152.12,10GB,90%,25
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000437535.5-ENST00000432118.6-ENST00000677029.1,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000438635.1-ENST00000375544.7-ENST00000380051.7,10GB,90%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000439042.1-ENST00000641760.1,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000439523.1-ENST00000682513.1-ENST00000311028.4,10GB,90%,14
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000440054.2-ENST00000626796.2-ENST00000446092.2,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000440089.1-ENST00000558164.5,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000441160.1-ENST00000441160.1,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000441660.1-ENST00000690299.1,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000442049.3-ENST00000442049.3,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000442241.9-ENST00000442241.9,10GB,90%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000442440.2-ENST00000338121.10,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000442616.1-ENST00000416699.5,10GB,90%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000443316.2-ENST00000443316.2,10GB,90%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000444324.2-ENST00000485116.5,10GB,90%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000445313.1-ENST00000693243.2,10GB,90%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000446299.5-ENST00000488344.6_PAR_Y,10GB,90%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000447769.1-ENST00000529549.1,10GB,90%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000450546.1-ENST00000450546.1,10GB,90%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq.gz,ENST00000452765.7-ENST00000479000.1,10GB,90%,5
