fusionGene	Gene1_vID	Gene2_vID	Gene3_vID	original.fusion.gene.id	V1	V2	V3	geneName	name	chrom	strand	exonCount	exonBases	exonIndexes	exonStarts	exonEnds	fusionType	fusionOptions	geneName_ID	external_gene_name	fusion.gene.id	Gene1_alternative_ID	Gene2_alternative_ID	Gene3_alternative_ID
ENSG00000109654.16::ENSG00000288637.1	ENSG00000109654.16	ENSG00000288637.1	NA	ENSG00000109654:ENSG00000288637	ENSG00000109654	ENSG00000288637	NA	ENSG00000288637	ENST00000675079.1	chr4	+	14	2134	4,5,6,7,8,9,10,11,12,13,14,15,16,17	153294306,153295314,153315486,153315833,153322649,153324079,153328531,153350065,153355655,153358475,153394263,153397220,153408972,153414752	153294485,153296036,153315588,153315999,153322828,153324148,153328670,153350129,153355711,153358622,153394336,153397333,153409015,153414820	read_through	symmetrical_exons	ENSG00000288637.1	NA	ENSG00000109654:ENSG00000288637	ENSG00000109654	ENSG00000288637	NA
ENSG00000165060.15::ENSG00000270236.1	ENSG00000165060.15	ENSG00000270236.1	NA	ENSG00000165060:ENSG00000270236	ENSG00000165060	ENSG00000270236	NA	ENSG00000165060	ENST00000377270.8	chr9	+	6	899	0,1,2,3,4,5	69036034,69043462,69046386,69053141,69064939,69072613	69036187,69043561,69046482,69053260,69065035,69072943	read_through	symmetrical_exons	ENSG00000165060.15	FXN	ENSG00000165060:ENSG00000270236	ENSG00000165060	ENSG00000270236	NA
ENSG00000165060.15::ENSG00000270236.1	ENSG00000165060.15	ENSG00000270236.1	NA	ENSG00000165060:ENSG00000270236	ENSG00000165060	ENSG00000270236	NA	ENSG00000270236	ENST00000605734.1	chr9	-	1	96	0	69107927	69108022	read_through	symmetrical_exons	ENSG00000270236.1	NA	ENSG00000165060:ENSG00000270236	ENSG00000165060	ENSG00000270236	NA
ENSG00000164924.18::ENSG00000242315.3	ENSG00000164924.18	ENSG00000242315.3	NA	ENSG00000164924:ENSG00000242315	ENSG00000164924	ENSG00000242315	NA	ENSG00000164924	ENST00000395953.6	chr8	-	6	895	0,1,2,3,4,5	100920588,100923956,100924136,100924917,100948597,100951457	100920752,100924050,100924298,100925039,100948900,100951501	read_through	symmetrical_exons	ENSG00000164924.18	YWHAZ	ENSG00000164924:ENSG00000242315	ENSG00000164924	ENSG00000242315	NA
ENSG00000164924.18::ENSG00000242315.3	ENSG00000164924.18	ENSG00000242315.3	NA	ENSG00000164924:ENSG00000242315	ENSG00000164924	ENSG00000242315	NA	ENSG00000242315	ENST00000476271.3	chr8	+	1	204	0	100957884	100958087	read_through	symmetrical_exons	ENSG00000242315.3	RN7SL685P	ENSG00000164924:ENSG00000242315	ENSG00000164924	ENSG00000242315	NA
ENSG00000214338.11::ENSG00000184530.9	ENSG00000214338.11	ENSG00000184530.9	NA	ENSG00000214338:ENSG00000184530	ENSG00000214338	ENSG00000184530	NA	ENSG00000214338	ENST00000465909.3	chr6	-	5	1713	2,3,4,5,6	127482914,127512892,127514824,127515515,127518580	127482984,127513049,127515047,127516702,127518651	read_through	symmetrical_exons	ENSG00000214338.11	SOGA3	ENSG00000214338:ENSG00000184530	ENSG00000214338	ENSG00000184530	NA
ENSG00000214338.11::ENSG00000184530.9	ENSG00000214338.11	ENSG00000184530.9	NA	ENSG00000214338:ENSG00000184530	ENSG00000214338	ENSG00000184530	NA	ENSG00000184530	ENST00000498112.1	chr6	+	5	335	0,1,2,3,4	127519456,127519828,127522015,127570754,127578687	127519571,127519913,127522063,127570828,127578695	read_through	symmetrical_exons	ENSG00000184530.9	C6orf58	ENSG00000214338:ENSG00000184530	ENSG00000214338	ENSG00000184530	NA
ENSG00000138002.16::ENSG00000235267.1	ENSG00000138002.16	ENSG00000235267.1	NA	ENSG00000138002:ENSG00000235267	ENSG00000138002	ENSG00000235267	NA	ENSG00000138002	ENST00000675690.1	chr2	-	43	4639	5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47	27446261,27447516,27447813,27448916,27449295,27449500,27449692,27449999,27453385,27453631,27453983,27454355,27454568,27456512,27457640,27457842,27458127,27458780,27459379,27459710,27461016,27461270,27461760,27462702,27463098,27465412,27465747,27470929,27472251,27476642,27477218,27477560,27477996,27479510,27480027,27481047,27483290,27483581,27483873,27484228,27485019,27485361,27489616	27446355,27447634,27447922,27449031,27449380,27449562,27449800,27450096,27453513,27453739,27454162,27454418,27454660,27456653,27457755,27457976,27458223,27458868,27459522,27459829,27461093,27461517,27461836,27462793,27463181,27465518,27465882,27471029,27472362,27476726,27477320,27477612,27478156,27479604,27480149,27481260,27483376,27483659,27483937,27484266,27485130,27485503,27489646	read_through	symmetrical_exons	ENSG00000138002.16	IFT172	ENSG00000138002:ENSG00000235267	ENSG00000138002	ENSG00000235267	NA
ENSG00000138002.16::ENSG00000235267.1	ENSG00000138002.16	ENSG00000235267.1	NA	ENSG00000138002:ENSG00000235267	ENSG00000138002	ENSG00000235267	NA	ENSG00000235267	ENST00000417130.1	chr2	+	2	317	0,1	27455157,27455735	27455423,27455784	read_through	symmetrical_exons	ENSG00000235267.1	NA	ENSG00000138002:ENSG00000235267	ENSG00000138002	ENSG00000235267	NA
ENSG00000169499.15::ENSG00000253645.1	ENSG00000169499.15	ENSG00000253645.1	NA	ENSG00000169499:ENSG00000253645	ENSG00000169499	ENSG00000253645	NA	ENSG00000169499	ENST00000518070.1	chr8	+	2	539	0,1	38950554,38952167	38950990,38952268	read_through	symmetrical_exons	ENSG00000169499.15	PLEKHA2	ENSG00000169499:ENSG00000253645	ENSG00000169499	ENSG00000253645	NA
ENSG00000169499.15::ENSG00000253645.1	ENSG00000169499.15	ENSG00000253645.1	NA	ENSG00000169499:ENSG00000253645	ENSG00000169499	ENSG00000253645	NA	ENSG00000253645	ENST00000520863.1	chr8	-	1	62	0	38970361	38970422	read_through	symmetrical_exons	ENSG00000253645.1	NA	ENSG00000169499:ENSG00000253645	ENSG00000169499	ENSG00000253645	NA
ENSG00000126858.19::ENSG00000266282.1	ENSG00000126858.19	ENSG00000266282.1	NA	ENSG00000126858:ENSG00000266282	ENSG00000126858	ENSG00000266282	NA	ENSG00000126858	ENST00000646284.1	chr17	+	3	709	0,1,2	32211117,32222830,32224617	32211238,32222902,32225130	read_through	symmetrical_exons	ENSG00000126858.19	RHOT1	ENSG00000126858:ENSG00000266282	ENSG00000126858	ENSG00000266282	NA
ENSG00000126858.19::ENSG00000266282.1	ENSG00000126858.19	ENSG00000266282.1	NA	ENSG00000126858:ENSG00000266282	ENSG00000126858	ENSG00000266282	NA	ENSG00000266282	ENST00000583788.1	chr17	-	1	47	0	32227891	32227937	read_through	symmetrical_exons	ENSG00000266282.1	UBL5P2	ENSG00000126858:ENSG00000266282	ENSG00000126858	ENSG00000266282	NA
ENSG00000233593.12::ENSG00000285532.2	ENSG00000233593.12	ENSG00000285532.2	NA	ENSG00000233593:ENSG00000285532	ENSG00000233593	ENSG00000285532	NA	ENSG00000233593	ENST00000659034.3	chr1	-	2	190	1,2	90789399,90851484	90789487,90851584	read_through	symmetrical_exons	ENSG00000233593.12	LINC02609	ENSG00000233593:ENSG00000285532	ENSG00000233593	ENSG00000285532	NA
ENSG00000233593.12::ENSG00000285532.2	ENSG00000233593.12	ENSG00000285532.2	NA	ENSG00000233593:ENSG00000285532	ENSG00000233593	ENSG00000285532	NA	ENSG00000285532	ENST00000662449.1	chr1	+	4	595	0,1,2,3	90835661,90845655,90848057,90848990	90835919,90845799,90848121,90849115	read_through	symmetrical_exons	ENSG00000285532.2	LINC02788	ENSG00000233593:ENSG00000285532	ENSG00000233593	ENSG00000285532	NA
ENSG00000227195.11::ENSG00000238129.5	ENSG00000227195.11	ENSG00000238129.5	NA	ENSG00000227195:ENSG00000238129	ENSG00000227195	ENSG00000238129	NA	ENSG00000227195	ENST00000653815.1	chr20	-	2	137	4,5	26199450,26209148	26199523,26209210	read_through	symmetrical_exons	ENSG00000227195.11	MIR663AHG	ENSG00000227195:ENSG00000238129	ENSG00000227195	ENSG00000238129	NA
ENSG00000227195.11::ENSG00000238129.5	ENSG00000227195.11	ENSG00000238129.5	NA	ENSG00000227195:ENSG00000238129	ENSG00000227195	ENSG00000238129	NA	ENSG00000238129	ENST00000611894.4	chr20	+	3	945	0,1,2	26188409,26190992,26196620	26189017,26191055,26196891	read_through	symmetrical_exons	ENSG00000238129.5	NA	ENSG00000227195:ENSG00000238129	ENSG00000227195	ENSG00000238129	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000199797	ENSG00000070413	ENSG00000199797	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000252412	ENSG00000070413	ENSG00000252412	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000200332	ENSG00000070413	ENSG00000200332	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000206813	ENSG00000070413	ENSG00000206813	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000201916	ENSG00000070413	ENSG00000201916	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000200976	ENSG00000070413	ENSG00000200976	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000200448	ENSG00000070413	ENSG00000200448	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000252225	ENSG00000070413	ENSG00000252225	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000212569	ENSG00000070413	ENSG00000212569	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000222698	ENSG00000070413	ENSG00000222698	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000199515	ENSG00000070413	ENSG00000199515	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000070413	ENST00000467659.1	chr22	-	1	40	3	19056987	19057026	read_through	symmetrical_exons	ENSG00000070413.20	DGCR2	ENSG00000070413:ENSG00000202019	ENSG00000070413	ENSG00000202019	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000199797	ENSG00000070413	ENSG00000199797	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000252412	ENSG00000070413	ENSG00000252412	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000200332	ENSG00000070413	ENSG00000200332	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000206813	ENSG00000070413	ENSG00000206813	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000201916	ENSG00000070413	ENSG00000201916	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000200976	ENSG00000070413	ENSG00000200976	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000200448	ENSG00000070413	ENSG00000200448	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000252225	ENSG00000070413	ENSG00000252225	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000212569	ENSG00000070413	ENSG00000212569	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000222698	ENSG00000070413	ENSG00000222698	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000199515	ENSG00000070413	ENSG00000199515	NA
ENSG00000070413.20::ENSG00000206739.1	ENSG00000070413.20	ENSG00000206739.1	NA	ENSG00000070413:ENSG00000206739	ENSG00000070413	ENSG00000206739	NA	ENSG00000206739	ENST00000384012.1	chr22	+	1	63	0	19045257	19045319	read_through	symmetrical_exons	ENSG00000206739.1	Y_RNA	ENSG00000070413:ENSG00000202019	ENSG00000070413	ENSG00000202019	NA
ENSG00000250280.2::ENSG00000174099.12	ENSG00000250280.2	ENSG00000174099.12	NA	ENSG00000250280:ENSG00000174099	ENSG00000250280	ENSG00000174099	NA	ENSG00000250280	ENST00000545709.1	chr12	+	2	3437	0,1	65281658,65283671	65282054,65286710	read_through	symmetrical_exons	ENSG00000250280.2	NA	ENSG00000250280:ENSG00000174099	ENSG00000250280	ENSG00000174099	NA
ENSG00000250280.2::ENSG00000174099.12	ENSG00000250280.2	ENSG00000174099.12	NA	ENSG00000250280:ENSG00000174099	ENSG00000250280	ENSG00000174099	NA	ENSG00000174099	ENST00000645872.1	chr12	+	3	637	0,1,2	65305106,65306864,65308530	65305229,65307026,65308879	read_through	symmetrical_exons	ENSG00000174099.12	MSRB3	ENSG00000250280:ENSG00000174099	ENSG00000250280	ENSG00000174099	NA
ENSG00000114638.8::ENSG00000121578.13	ENSG00000114638.8	ENSG00000121578.13	NA	ENSG00000114638:ENSG00000121578	ENSG00000114638	ENSG00000121578	NA	ENSG00000114638	ENST00000479520.5	chr3	+	5	498	0,1,2,3,4	119173601,119175999,119186715,119187776,119190246	119173638,119176109,119186810,119187975,119190298	read_through	symmetrical_exons	ENSG00000114638.8	UPK1B	ENSG00000114638:ENSG00000121578	ENSG00000114638	ENSG00000121578	NA
ENSG00000114638.8::ENSG00000121578.13	ENSG00000114638.8	ENSG00000121578.13	NA	ENSG00000114638:ENSG00000121578	ENSG00000114638	ENSG00000121578	NA	ENSG00000121578	ENST00000483209.5	chr3	-	2	987	0,1	119211733,119216241	119212681,119216278	read_through	symmetrical_exons	ENSG00000121578.13	B4GALT4	ENSG00000114638:ENSG00000121578	ENSG00000114638	ENSG00000121578	NA
ENSG00000266412.6::ENSG00000289092.1	ENSG00000266412.6	ENSG00000289092.1	NA	ENSG00000266412:ENSG00000289092	ENSG00000266412	ENSG00000289092	NA	ENSG00000266412	ENST00000578454.5	chr10	-	12	2229	0,1,2,3,4,5,6,7,8,9,10,11	46006413,46009125,46009412,46010224,46012884,46013551,46014445,46014855,46015127,46016541,46027433,46030527	46006597,46009212,46009551,46011206,46013026,46013639,46014552,46014942,46015266,46016694,46027528,46030541	read_through	symmetrical_exons	ENSG00000266412.6	NCOA4	ENSG00000266412:ENSG00000289092	ENSG00000266412	ENSG00000289092	NA
ENSG00000266412.6::ENSG00000289092.1	ENSG00000266412.6	ENSG00000289092.1	NA	ENSG00000266412:ENSG00000289092	ENSG00000266412	ENSG00000289092	NA	ENSG00000289092	ENST00000693103.1	chr10	+	1	380	0	46007582	46007961	read_through	symmetrical_exons	ENSG00000289092.1	NA	ENSG00000266412:ENSG00000289092	ENSG00000266412	ENSG00000289092	NA
ENSG00000162643.13::ENSG00000266110.1	ENSG00000162643.13	ENSG00000266110.1	NA	ENSG00000162643:ENSG00000266110	ENSG00000162643	ENSG00000266110	NA	ENSG00000162643	ENST00000484007.1	chr1	+	2	253	0,1	85126554,85128709	85126715,85128799	read_through	symmetrical_exons	ENSG00000162643.13	DNAI3	ENSG00000162643:ENSG00000266110	ENSG00000162643	ENSG00000266110	NA
ENSG00000162643.13::ENSG00000266110.1	ENSG00000162643.13	ENSG00000266110.1	NA	ENSG00000162643:ENSG00000266110	ENSG00000162643	ENSG00000266110	NA	ENSG00000266110	ENST00000580922.1	chr1	+	1	13	0	85133795	85133807	read_through	symmetrical_exons	ENSG00000266110.1	MIR4423	ENSG00000162643:ENSG00000266110	ENSG00000162643	ENSG00000266110	NA
ENSG00000186704.9::ENSG00000265479.7	ENSG00000186704.9	ENSG00000265479.7	NA	ENSG00000186704:ENSG00000265479	ENSG00000186704	ENSG00000265479	NA	ENSG00000186704	ENST00000425797.2	chr7	+	8	1553	0,1,2,3,4,5,6,7	76978618,76980622,76990270,76995456,77000310,77002164,77003290,77004219	76978876,76981260,76990369,76995595,77000388,77002321,77003449,77004236	read_through	symmetrical_exons	ENSG00000186704.9	DTX2P1	ENSG00000186704:ENSG00000265479	ENSG00000186704	ENSG00000265479	NA
ENSG00000186704.9::ENSG00000265479.7	ENSG00000186704.9	ENSG00000265479.7	NA	ENSG00000186704:ENSG00000265479	ENSG00000186704	ENSG00000265479	NA	ENSG00000265479	ENST00000584900.5	chr7	+	3	405	8,9,10	77015673,77018910,77023595	77015855,77018997,77023728	read_through	symmetrical_exons	ENSG00000265479.7	DTX2P1-UPK3BP1-PMS2P11	ENSG00000186704:ENSG00000265479	ENSG00000186704	ENSG00000265479	NA
ENSG00000206384.11::ENSG00000196455.8	ENSG00000206384.11	ENSG00000196455.8	NA	ENSG00000206384:ENSG00000196455	ENSG00000206384	ENSG00000196455	NA	ENSG00000206384	ENST00000511332.1	chr3	+	7	667	0,1,2,3,4,5,6	130581742,130581991,130586507,130589091,130589975,130591042,130592542	130581904,130582068,130586660,130589182,130590036,130591094,130592606	read_through	symmetrical_exons	ENSG00000206384.11	COL6A6	ENSG00000206384:ENSG00000196455	ENSG00000206384	ENSG00000196455	NA
ENSG00000206384.11::ENSG00000196455.8	ENSG00000206384.11	ENSG00000196455.8	NA	ENSG00000206384:ENSG00000196455	ENSG00000206384	ENSG00000196455	NA	ENSG00000196455	ENST00000356763.8	chr3	-	10	1840	0,1,2,3,4,5,6,7,8,9	130678935,130680614,130680978,130681492,130684251,130686212,130690491,130703724,130705562,130706949	130679485,130680721,130681065,130681591,130684381,130686422,130690654,130703888,130705771,130707060	read_through	symmetrical_exons	ENSG00000196455.8	PIK3R4	ENSG00000206384:ENSG00000196455	ENSG00000206384	ENSG00000196455	NA
ENSG00000258649.3::ENSG00000139874.6	ENSG00000258649.3	ENSG00000139874.6	NA	ENSG00000258649:ENSG00000139874	ENSG00000258649	ENSG00000139874	NA	ENSG00000258649	ENST00000702013.1	chr14	+	1	194	0	38190984	38191177	read_through	symmetrical_exons	ENSG00000258649.3	NA	ENSG00000258649:ENSG00000139874	ENSG00000258649	ENSG00000139874	NA
ENSG00000258649.3::ENSG00000139874.6	ENSG00000258649.3	ENSG00000139874.6	NA	ENSG00000258649:ENSG00000139874	ENSG00000258649	ENSG00000139874	NA	ENSG00000139874	ENST00000267377.3	chr14	+	2	437	1,2	38208444,38209047	38208609,38209317	read_through	symmetrical_exons	ENSG00000139874.6	SSTR1	ENSG00000258649:ENSG00000139874	ENSG00000258649	ENSG00000139874	NA
ENSG00000165046.13::ENSG00000272159.1	ENSG00000165046.13	ENSG00000272159.1	NA	ENSG00000165046:ENSG00000272159	ENSG00000165046	ENSG00000272159	NA	ENSG00000165046	ENST00000527175.1	chr8	+	2	161	0,1	38404414,38407363	38404506,38407430	read_through	symmetrical_exons	ENSG00000165046.13	LETM2	ENSG00000165046:ENSG00000272159	ENSG00000165046	ENSG00000272159	NA
ENSG00000165046.13::ENSG00000272159.1	ENSG00000165046.13	ENSG00000272159.1	NA	ENSG00000165046:ENSG00000272159	ENSG00000165046	ENSG00000272159	NA	ENSG00000272159	ENST00000606593.1	chr8	-	1	619	0	38408049	38408667	read_through	symmetrical_exons	ENSG00000272159.1	NA	ENSG00000165046:ENSG00000272159	ENSG00000165046	ENSG00000272159	NA
ENSG00000241439.1::ENSG00000114547.10	ENSG00000241439.1	ENSG00000114547.10	NA	ENSG00000241439:ENSG00000114547	ENSG00000241439	ENSG00000114547	NA	ENSG00000241439	ENST00000466506.1	chr3	+	1	126	0	125958557	125958682	read_through	symmetrical_exons	ENSG00000241439.1	FBRSL1P1	ENSG00000241439:ENSG00000114547	ENSG00000241439	ENSG00000114547	NA
ENSG00000241439.1::ENSG00000114547.10	ENSG00000241439.1	ENSG00000114547.10	NA	ENSG00000241439:ENSG00000114547	ENSG00000241439	ENSG00000114547	NA	ENSG00000114547	ENST00000251776.8	chr3	+	4	536	2,3,4,5	125975564,125977005,125982271,125983255	125975680,125977165,125982445,125983337	read_through	symmetrical_exons	ENSG00000114547.10	ROPN1B	ENSG00000241439:ENSG00000114547	ENSG00000241439	ENSG00000114547	NA
ENSG00000173285.5::ENSG00000198965.5	ENSG00000173285.5	ENSG00000198965.5	NA	ENSG00000173285:ENSG00000198965	ENSG00000173285	ENSG00000198965	NA	ENSG00000173285	ENST00000641535.1	chr1	+	2	1195	0,1	158461835,158465407	158461904,158466531	read_through	symmetrical_exons	ENSG00000173285.5	OR10K1	ENSG00000173285:ENSG00000198965	ENSG00000173285	ENSG00000198965	NA
ENSG00000173285.5::ENSG00000198965.5	ENSG00000173285.5	ENSG00000198965.5	NA	ENSG00000173285:ENSG00000198965	ENSG00000173285	ENSG00000198965	NA	ENSG00000198965	ENST00000641067.1	chr1	+	1	185	1	158479939	158480123	read_through	symmetrical_exons	ENSG00000198965.5	OR10R2	ENSG00000173285:ENSG00000198965	ENSG00000173285	ENSG00000198965	NA
ENSG00000280132.1::ENSG00000140682.19	ENSG00000280132.1	ENSG00000140682.19	NA	ENSG00000280132:ENSG00000140682	ENSG00000280132	ENSG00000140682	NA	ENSG00000280132	ENST00000622954.1	chr16	-	1	239	0	31470205	31470443	read_through	symmetrical_exons	ENSG00000280132.1	NA	ENSG00000280132:ENSG00000140682	ENSG00000280132	ENSG00000140682	NA
