fusion.gene.id	Sequence_Identity	depth	control	Algorithm	fusionType	Total_Read_Supp	overlap	recall_category
ENSG00000164733:ENSG00000228373	85%	100GB	positive	Genion	reverse_order: hybrid	11	2	Partial_Recall
ENSG00000164733:ENSG00000228373	85%	10GB	positive	FusionSeeker	reverse_order: hybrid	2	1	Partial_Recall
ENSG00000164733:ENSG00000228373	90%	100GB	positive	FusionSeeker	reverse_order: hybrid	38	2	Partial_Recall
ENSG00000164733:ENSG00000228373	90%	100GB	positive	Genion	reverse_order: hybrid	15	2	Partial_Recall
ENSG00000164733:ENSG00000228373	90%	10GB	positive	FusionSeeker	reverse_order: hybrid	3	1	Partial_Recall
ENSG00000164733:ENSG00000228373	95%	100GB	positive	FusionSeeker	reverse_order: hybrid	22	2	Partial_Recall
ENSG00000164733:ENSG00000228373	95%	100GB	positive	Genion	reverse_order: hybrid	10	2	Partial_Recall
ENSG00000164733:ENSG00000228373	95%	10GB	positive	FusionSeeker	reverse_order: hybrid	3	1	Partial_Recall
ENSG00000164756:ENSG00000081985	85%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	16	2	Partial_Recall
ENSG00000164756:ENSG00000081985	85%	100GB	positive	JAFFAL	truncated_tri_fusion	2	2	Partial_Recall
ENSG00000164756:ENSG00000081985	85%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	2	2	Partial_Recall
ENSG00000164756:ENSG00000081985	85%	10GB	positive	GFSeeker	truncated_tri_fusion	2	2	Partial_Recall
ENSG00000164756:ENSG00000081985	90%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	20	1	Partial_Recall
ENSG00000164756:ENSG00000081985	90%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	3	1	Partial_Recall
ENSG00000164756:ENSG00000081985	95%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	25	1	Partial_Recall
ENSG00000164756:ENSG00000081985:ENSG00000184619	85%	100GB	positive	JAFFAL	tri_fusion	4	1	True_Recall
ENSG00000164924:ENSG00000066557	95%	10GB	positive	GFSeeker	truncated_tri_fusion	2	1	Partial_Recall
ENSG00000164924:ENSG00000147044	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000164924:ENSG00000242315	90%	100GB	positive	FusionSeeker	read_through	4	1	True_Recall
ENSG00000164924:ENSG00000242315	95%	100GB	positive	CTAT-LR-Fusion	read_through	26	3	True_Recall
ENSG00000164924:ENSG00000242315	95%	100GB	positive	FusionSeeker	read_through	158	3	True_Recall
ENSG00000164924:ENSG00000242315	95%	100GB	positive	Genion	read_through	40	3	True_Recall
ENSG00000164924:ENSG00000242315	95%	10GB	positive	CTAT-LR-Fusion	read_through	2	3	True_Recall
ENSG00000164924:ENSG00000242315	95%	10GB	positive	FusionSeeker	read_through	17	3	True_Recall
ENSG00000164924:ENSG00000242315	95%	10GB	positive	Genion	read_through	5	3	True_Recall
ENSG00000165046:ENSG00000272159	90%	100GB	positive	CTAT-LR-Fusion	read_through	14	1	True_Recall
ENSG00000165046:ENSG00000272159	95%	100GB	positive	CTAT-LR-Fusion	read_through	21	1	True_Recall
ENSG00000165046:ENSG00000272159	95%	10GB	positive	CTAT-LR-Fusion	read_through	2	1	True_Recall
ENSG00000165060:ENSG00000270236	90%	100GB	positive	Genion	read_through	6	1	True_Recall
ENSG00000165060:ENSG00000270236	95%	100GB	positive	Genion	read_through	16	1	True_Recall
ENSG00000165060:ENSG00000270236	95%	10GB	positive	Genion	read_through	5	1	True_Recall
ENSG00000165060:ENSG00000285130	90%	100GB	positive	JAFFAL	false_fusion	3	1	False_Call
ENSG00000165060:ENSG00000285130	95%	100GB	positive	JAFFAL	false_fusion	19	1	False_Call
ENSG00000165060:ENSG00000285130	95%	10GB	positive	JAFFAL	false_fusion	5	1	False_Call
ENSG00000165383:ENSG00000011275	90%	10GB	positive	GFSeeker	reverse_order:truncated_tri_fusion	5	1	Partial_Recall
ENSG00000165383:ENSG00000247572	85%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	19	1	Partial_Recall
ENSG00000165383:ENSG00000247572	85%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	3	1	Partial_Recall
ENSG00000165383:ENSG00000247572	90%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	18	1	Partial_Recall
ENSG00000165383:ENSG00000247572	90%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	5	1	Partial_Recall
ENSG00000165383:ENSG00000247572	95%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	18	1	Partial_Recall
ENSG00000165383:ENSG00000247572	95%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	2	1	Partial_Recall
ENSG00000165434:ENSG00000258344	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000165434:ENSG00000258344	85%	100GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000165629:ENSG00000148655	85%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	22	1	Partial_Recall
ENSG00000165629:ENSG00000148655	85%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	4	2	Partial_Recall
ENSG00000165629:ENSG00000148655	85%	10GB	positive	GFSeeker	reverse_order: intra_chromosome	3	2	Partial_Recall
ENSG00000165629:ENSG00000148655	90%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	31	1	Partial_Recall
ENSG00000165629:ENSG00000148655	90%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	4	1	Partial_Recall
ENSG00000165629:ENSG00000148655	95%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	39	1	Partial_Recall
ENSG00000165629:ENSG00000148655	95%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	6	1	Partial_Recall
ENSG00000165632:ENSG00000167526	85%	100GB	negative	FusionSeeker	false_fusion	7	1	False_Call
ENSG00000165632:ENSG00000167526	85%	100GB	positive	FusionSeeker	false_fusion	7	1	False_Call
ENSG00000165632:ENSG00000167526	85%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000165632:ENSG00000167526	90%	100GB	negative	FusionSeeker	false_fusion	9	1	False_Call
ENSG00000165632:ENSG00000167526	90%	100GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000165632:ENSG00000167526	90%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000165637:ENSG00000111640	95%	100GB	positive	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000165637:ENSG00000111640	95%	100GB	positive	JAFFAL	false_fusion	2	2	False_Call
ENSG00000165644:ENSG00000167900	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	20	1	Partial_Recall
ENSG00000165644:ENSG00000229195	95%	100GB	positive	FusionSeeker	false_fusion	9	1	False_Call
ENSG00000165672:ENSG00000135250	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000165724:ENSG00000210082	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000165806:ENSG00000114779	85%	100GB	positive	FusionSeeker	false_fusion	18	1	False_Call
ENSG00000165806:ENSG00000114779	90%	100GB	positive	FusionSeeker	false_fusion	26	1	False_Call
ENSG00000165806:ENSG00000114779	95%	100GB	positive	FusionSeeker	false_fusion	25	1	False_Call
ENSG00000165806:ENSG00000114779	95%	10GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000165806:ENSG00000260995	85%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	25	1	Partial_Recall
ENSG00000165806:ENSG00000260995	85%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	2	1	Partial_Recall
ENSG00000165806:ENSG00000260995	90%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	36	1	Partial_Recall
ENSG00000165806:ENSG00000260995	90%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	1	Partial_Recall
ENSG00000165806:ENSG00000260995	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	31	1	Partial_Recall
ENSG00000165806:ENSG00000260995	95%	10GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	3	1	Partial_Recall
ENSG00000165914:ENSG00000231500	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166123:ENSG00000145425	95%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166145:ENSG00000171766	85%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	26	2	Partial_Recall
ENSG00000166145:ENSG00000171766	85%	100GB	positive	Genion	reverse_order: intra_chromosome	26	2	Partial_Recall
ENSG00000166145:ENSG00000171766	85%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	3	1	Partial_Recall
ENSG00000166145:ENSG00000171766	90%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	46	2	Partial_Recall
ENSG00000166145:ENSG00000171766	90%	100GB	positive	Genion	reverse_order: intra_chromosome	46	2	Partial_Recall
ENSG00000166145:ENSG00000171766	90%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	6	2	Partial_Recall
ENSG00000166145:ENSG00000171766	90%	10GB	positive	GFSeeker	reverse_order: intra_chromosome	4	2	Partial_Recall
ENSG00000166145:ENSG00000171766	95%	100GB	positive	FusionSeeker	reverse_order: intra_chromosome	37	2	Partial_Recall
ENSG00000166145:ENSG00000171766	95%	100GB	positive	Genion	reverse_order: intra_chromosome	37	2	Partial_Recall
ENSG00000166145:ENSG00000171766	95%	10GB	positive	FusionSeeker	reverse_order: intra_chromosome	2	2	Partial_Recall
ENSG00000166145:ENSG00000171766	95%	10GB	positive	GFSeeker	reverse_order: intra_chromosome	2	2	Partial_Recall
ENSG00000166224:ENSG00000259267	90%	100GB	negative	Genion	false_fusion	8	1	False_Call
ENSG00000166262:ENSG00000091513	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166268:ENSG00000257815	85%	100GB	negative	FusionSeeker	false_fusion	30	1	False_Call
ENSG00000166268:ENSG00000257815	85%	100GB	positive	FusionSeeker	false_fusion	15	1	False_Call
ENSG00000166268:ENSG00000257815	85%	10GB	negative	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000166268:ENSG00000257815	85%	10GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000166268:ENSG00000257815	90%	100GB	negative	FusionSeeker	false_fusion	44	1	False_Call
ENSG00000166268:ENSG00000257815	90%	100GB	positive	FusionSeeker	false_fusion	45	1	False_Call
ENSG00000166268:ENSG00000257815	90%	10GB	negative	FusionSeeker	false_fusion	7	1	False_Call
ENSG00000166268:ENSG00000257815	90%	10GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000166268:ENSG00000257815	95%	100GB	negative	FusionSeeker	false_fusion	66	1	False_Call
ENSG00000166268:ENSG00000257815	95%	100GB	positive	FusionSeeker	false_fusion	54	1	False_Call
ENSG00000166268:ENSG00000257815	95%	10GB	negative	FusionSeeker	false_fusion	7	1	False_Call
ENSG00000166268:ENSG00000257815	95%	10GB	positive	FusionSeeker	false_fusion	8	1	False_Call
ENSG00000166348:ENSG00000165868	85%	100GB	positive	FusionSeeker	intra_chromosome	3	1	True_Recall
ENSG00000166348:ENSG00000165868	90%	100GB	positive	FusionSeeker	intra_chromosome	24	1	True_Recall
ENSG00000166348:ENSG00000165868	90%	10GB	positive	FusionSeeker	intra_chromosome	5	2	True_Recall
ENSG00000166348:ENSG00000165868	90%	10GB	positive	GFSeeker	intra_chromosome	2	2	True_Recall
ENSG00000166348:ENSG00000165868	95%	100GB	positive	FusionSeeker	intra_chromosome	38	1	True_Recall
ENSG00000166348:ENSG00000165868	95%	10GB	positive	CTAT-LR-Fusion	intra_chromosome	2	3	True_Recall
ENSG00000166348:ENSG00000165868	95%	10GB	positive	FusionSeeker	intra_chromosome	6	3	True_Recall
ENSG00000166348:ENSG00000165868	95%	10GB	positive	GFSeeker	intra_chromosome	4	3	True_Recall
ENSG00000166435:ENSG00000071082	85%	100GB	negative	FusionSeeker	false_fusion	13	1	False_Call
ENSG00000166435:ENSG00000071082	85%	100GB	positive	FusionSeeker	false_fusion	9	1	False_Call
ENSG00000166441:ENSG00000083845	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166441:ENSG00000115268	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166441:ENSG00000198712	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000166441:ENSG00000210082	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000166441:ENSG00000213121	85%	100GB	negative	FusionSeeker	false_fusion	35	1	False_Call
ENSG00000166441:ENSG00000213121	85%	100GB	positive	FusionSeeker	false_fusion	30	1	False_Call
ENSG00000166441:ENSG00000213121	85%	10GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000166441:ENSG00000213121	90%	100GB	negative	FusionSeeker	false_fusion	24	1	False_Call
ENSG00000166441:ENSG00000213121	90%	100GB	positive	FusionSeeker	false_fusion	19	1	False_Call
ENSG00000166441:ENSG00000213121	90%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166441:ENSG00000213121	95%	100GB	negative	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000166441:ENSG00000213121	95%	100GB	positive	FusionSeeker	false_fusion	3	1	False_Call
ENSG00000166441:ENSG00000215467	85%	100GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000166441:ENSG00000233927	95%	100GB	negative	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000166441:ENSG00000233927	95%	100GB	negative	LongGF	false_fusion	2	2	False_Call
ENSG00000166452:ENSG00000254860	85%	100GB	negative	Genion	false_fusion	2	1	False_Call
ENSG00000166546:ENSG00000250407	95%	100GB	positive	FusionSeeker	false_fusion	12	1	False_Call
ENSG00000166546:ENSG00000250407	95%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000166747:ENSG00000145907	95%	100GB	positive	FusionSeeker	reverse_order:truncated_tri_fusion	2	1	Partial_Recall
ENSG00000166794:ENSG00000167526	90%	100GB	negative	FusionSeeker	false_fusion	2	3	False_Call
ENSG00000166794:ENSG00000167526	90%	100GB	negative	JAFFAL	false_fusion	2	3	False_Call
ENSG00000166794:ENSG00000167526	90%	100GB	negative	LongGF	false_fusion	2	3	False_Call
ENSG00000166794:ENSG00000211459	90%	100GB	negative	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000166851:ENSG00000091651	85%	100GB	positive	FusionSeeker	truncated_tri_fusion	17	1	Partial_Recall
ENSG00000166851:ENSG00000091651	90%	100GB	positive	FusionSeeker	truncated_tri_fusion	23	1	Partial_Recall
ENSG00000166851:ENSG00000091651	90%	10GB	positive	FusionSeeker	truncated_tri_fusion	3	1	Partial_Recall
ENSG00000166851:ENSG00000091651	95%	100GB	positive	FusionSeeker	truncated_tri_fusion	23	1	Partial_Recall
ENSG00000166851:ENSG00000091651	95%	10GB	positive	FusionSeeker	truncated_tri_fusion	4	1	Partial_Recall
ENSG00000166851:ENSG00000169814	85%	100GB	positive	FusionSeeker	false_fusion	24	1	False_Call
ENSG00000166851:ENSG00000169814	90%	100GB	positive	FusionSeeker	false_fusion	34	1	False_Call
ENSG00000166851:ENSG00000169814	90%	10GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000166851:ENSG00000169814	95%	100GB	positive	FusionSeeker	false_fusion	30	1	False_Call
ENSG00000166851:ENSG00000169814	95%	10GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000166851:ENSG00000206560	85%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	17	2	Partial_Recall
ENSG00000166851:ENSG00000206560	85%	100GB	positive	LongGF	truncated_tri_fusion	20	2	Partial_Recall
ENSG00000166851:ENSG00000206560	90%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	24	2	Partial_Recall
ENSG00000166851:ENSG00000206560	90%	100GB	positive	LongGF	truncated_tri_fusion	30	2	Partial_Recall
ENSG00000166851:ENSG00000206560	90%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	3	2	Partial_Recall
ENSG00000166851:ENSG00000206560	90%	10GB	positive	LongGF	truncated_tri_fusion	5	2	Partial_Recall
ENSG00000166851:ENSG00000206560	95%	100GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	22	2	Partial_Recall
ENSG00000166851:ENSG00000206560	95%	100GB	positive	LongGF	truncated_tri_fusion	30	2	Partial_Recall
ENSG00000166851:ENSG00000206560	95%	10GB	positive	CTAT-LR-Fusion	truncated_tri_fusion	4	2	Partial_Recall
ENSG00000166851:ENSG00000206560	95%	10GB	positive	LongGF	truncated_tri_fusion	4	2	Partial_Recall
ENSG00000166897:ENSG00000237862	90%	100GB	positive	Genion	false_fusion	2	1	False_Call
ENSG00000166997:ENSG00000188186	90%	100GB	positive	Genion	false_fusion	2	1	False_Call
ENSG00000167110:ENSG00000226138	90%	100GB	positive	Genion	reverse_order: hybrid	24	1	Partial_Recall
ENSG00000167110:ENSG00000226138	95%	100GB	positive	Genion	reverse_order: hybrid	38	1	Partial_Recall
ENSG00000167207:ENSG00000090565	85%	10GB	positive	GFSeeker	reverse_order: intra_chromosome	2	1	Partial_Recall
ENSG00000167207:ENSG00000090565	95%	10GB	positive	GFSeeker	reverse_order: intra_chromosome	3	1	Partial_Recall
ENSG00000167244:ENSG00000254647	85%	100GB	positive	Genion	false_fusion	2	1	False_Call
ENSG00000167257:ENSG00000081692	85%	100GB	positive	JAFFAL	hybrid	10	1	True_Recall
ENSG00000167257:ENSG00000081692	90%	100GB	positive	CTAT-LR-Fusion	hybrid	25	2	True_Recall
ENSG00000167257:ENSG00000081692	90%	100GB	positive	JAFFAL	hybrid	25	2	True_Recall
ENSG00000167257:ENSG00000081692	90%	10GB	positive	CTAT-LR-Fusion	hybrid	3	2	True_Recall
ENSG00000167257:ENSG00000081692	90%	10GB	positive	JAFFAL	hybrid	3	2	True_Recall
ENSG00000167257:ENSG00000081692	95%	100GB	positive	CTAT-LR-Fusion	hybrid	25	2	True_Recall
ENSG00000167257:ENSG00000081692	95%	100GB	positive	JAFFAL	hybrid	26	2	True_Recall
ENSG00000167257:ENSG00000081692	95%	10GB	positive	CTAT-LR-Fusion	hybrid	5	2	True_Recall
ENSG00000167257:ENSG00000081692	95%	10GB	positive	JAFFAL	hybrid	6	2	True_Recall
ENSG00000167258:ENSG00000188199	85%	100GB	positive	LongGF	false_fusion	3	1	False_Call
ENSG00000167258:ENSG00000188199	90%	100GB	positive	LongGF	false_fusion	18	1	False_Call
ENSG00000167258:ENSG00000188199	90%	10GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000167258:ENSG00000188199	95%	100GB	positive	LongGF	false_fusion	20	1	False_Call
ENSG00000167258:ENSG00000228570	85%	100GB	positive	LongGF	reverse_order: hybrid	2	1	Partial_Recall
ENSG00000167258:ENSG00000228570	90%	100GB	positive	LongGF	reverse_order: hybrid	17	1	Partial_Recall
ENSG00000167258:ENSG00000228570	95%	100GB	positive	LongGF	reverse_order: hybrid	14	1	Partial_Recall
ENSG00000167258:ENSG00000228570	95%	10GB	positive	LongGF	reverse_order: hybrid	4	1	Partial_Recall
ENSG00000167283:ENSG00000249256	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167291:ENSG00000275516	90%	10GB	positive	CTAT-LR-Fusion	read_through	2	1	True_Recall
ENSG00000167291:ENSG00000275516	95%	10GB	positive	CTAT-LR-Fusion	read_through	2	1	True_Recall
ENSG00000167315:ENSG00000233585	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167371:ENSG00000280789	85%	100GB	positive	Genion	false_fusion	4	1	False_Call
ENSG00000167393:ENSG00000237040	85%	100GB	positive	FusionSeeker	chromosomal_misalignment:intra_chromosome	5	1	Partial_Recall
ENSG00000167393:ENSG00000237040	85%	100GB	positive	Genion	false_fusion	5	1	False_Call
ENSG00000167393:ENSG00000237040	90%	100GB	positive	FusionSeeker	chromosomal_misalignment:intra_chromosome	11	1	Partial_Recall
ENSG00000167393:ENSG00000237040	90%	100GB	positive	Genion	false_fusion	12	1	False_Call
ENSG00000167393:ENSG00000237040	90%	10GB	positive	FusionSeeker	chromosomal_misalignment:intra_chromosome	2	1	Partial_Recall
ENSG00000167393:ENSG00000237040	95%	100GB	positive	FusionSeeker	chromosomal_misalignment:intra_chromosome	6	1	Partial_Recall
ENSG00000167393:ENSG00000237040	95%	100GB	positive	Genion	false_fusion	5	1	False_Call
ENSG00000167393:ENSG00000292365	85%	100GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000167393:ENSG00000292365	90%	100GB	positive	FusionSeeker	false_fusion	5	2	False_Call
ENSG00000167393:ENSG00000292365	90%	100GB	positive	Genion	false_fusion	5	2	False_Call
ENSG00000167393:ENSG00000292365	95%	100GB	positive	FusionSeeker	false_fusion	19	2	False_Call
ENSG00000167393:ENSG00000292365	95%	100GB	positive	Genion	false_fusion	10	2	False_Call
ENSG00000167419:ENSG00000005381	85%	100GB	positive	FusionSeeker	read_through	30	2	True_Recall
ENSG00000167419:ENSG00000005381	85%	100GB	positive	JAFFAL	read_through	11	2	True_Recall
ENSG00000167419:ENSG00000005381	90%	100GB	positive	CTAT-LR-Fusion	read_through	11	3	True_Recall
ENSG00000167419:ENSG00000005381	90%	100GB	positive	FusionSeeker	read_through	22	3	True_Recall
ENSG00000167419:ENSG00000005381	90%	100GB	positive	JAFFAL	read_through	18	3	True_Recall
ENSG00000167419:ENSG00000005381	90%	10GB	positive	CTAT-LR-Fusion	read_through	2	3	True_Recall
ENSG00000167419:ENSG00000005381	90%	10GB	positive	FusionSeeker	read_through	7	3	True_Recall
ENSG00000167419:ENSG00000005381	90%	10GB	positive	JAFFAL	read_through	6	3	True_Recall
ENSG00000167419:ENSG00000005381	95%	100GB	positive	FusionSeeker	read_through	9	2	True_Recall
ENSG00000167419:ENSG00000005381	95%	100GB	positive	JAFFAL	read_through	9	2	True_Recall
ENSG00000167460:ENSG00000271943	90%	100GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000167522:ENSG00000278847	85%	100GB	positive	FusionSeeker	false_fusion	18	1	False_Call
ENSG00000167522:ENSG00000278847	90%	100GB	positive	FusionSeeker	false_fusion	37	1	False_Call
ENSG00000167522:ENSG00000278847	90%	10GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000167522:ENSG00000278847	95%	100GB	positive	FusionSeeker	false_fusion	47	1	False_Call
ENSG00000167522:ENSG00000278847	95%	10GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167523:ENSG00000167526	85%	100GB	negative	Genion	false_fusion	7	1	False_Call
ENSG00000167523:ENSG00000167526	85%	100GB	positive	Genion	false_fusion	4	1	False_Call
ENSG00000167524:ENSG00000071082	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000087086	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000091583	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000101439	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000115268	90%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000156508	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000171863	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000171863	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000186468	95%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167524:ENSG00000211459	85%	100GB	negative	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000167524:ENSG00000211459	95%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000167524:ENSG00000285171	85%	100GB	positive	FusionSeeker	false_fusion	48	1	False_Call
ENSG00000167524:ENSG00000285171	85%	10GB	positive	FusionSeeker	false_fusion	4	1	False_Call
ENSG00000167524:ENSG00000285171	90%	100GB	positive	FusionSeeker	false_fusion	128	1	False_Call
ENSG00000167524:ENSG00000285171	90%	10GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000167524:ENSG00000285171	95%	100GB	positive	FusionSeeker	false_fusion	109	1	False_Call
ENSG00000167524:ENSG00000285171	95%	10GB	positive	FusionSeeker	false_fusion	11	1	False_Call
ENSG00000167524:ENSG00000285171	95%	1GB	positive	FusionSeeker	false_fusion	6	1	False_Call
ENSG00000167526:ENSG00000081051	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000081051	90%	10GB	positive	GFSeeker	false_fusion	3	1	False_Call
ENSG00000167526:ENSG00000081051	95%	100GB	positive	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000167526:ENSG00000081051	95%	100GB	positive	JAFFAL	false_fusion	2	2	False_Call
ENSG00000167526:ENSG00000087086	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000087086	90%	100GB	negative	JAFFAL	false_fusion	3	1	False_Call
ENSG00000167526:ENSG00000091513	95%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000112306	95%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000156508	90%	100GB	positive	FusionSeeker	false_fusion	5	1	False_Call
ENSG00000167526:ENSG00000156508	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000163631	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000163631	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000163631	85%	10GB	negative	GFSeeker	false_fusion	3	1	False_Call
ENSG00000167526:ENSG00000163631	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000163631	95%	10GB	positive	GFSeeker	false_fusion	3	1	False_Call
ENSG00000167526:ENSG00000167996	95%	100GB	positive	JAFFAL	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000170315	85%	100GB	negative	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000171560	95%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000171863	85%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000197099	90%	100GB	positive	FusionSeeker	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000197756	90%	100GB	positive	FusionSeeker	false_fusion	2	2	False_Call
ENSG00000167526:ENSG00000197756	90%	100GB	positive	LongGF	false_fusion	2	2	False_Call
ENSG00000167526:ENSG00000198712	95%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000167526:ENSG00000198712	95%	100GB	positive	LongGF	false_fusion	2	1	False_Call
ENSG00000167526:ENSG00000198938	90%	100GB	negative	FusionSeeker	false_fusion:mitochondrial_genomic	2	1	False_Call
ENSG00000167526:ENSG00000210082	85%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	6	1	False_Call
ENSG00000167526:ENSG00000210082	90%	100GB	positive	FusionSeeker	false_fusion:mitochondrial_genomic	3	1	False_Call
