read_supp	control	fusion.gene.id	fusionType	depth	Sequence_Identity	Algorithm
2	positive	ENSG00000175390:ENSG00000071082	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000198431:ENSG00000197249	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000091513:ENSG00000082068	false_fusion	100GB	90%	FusionSeeker
20	positive	ENSG00000066557:ENSG00000164924	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000071082:ENSG00000219863	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000044574	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000187109:ENSG00000136143	false_fusion	100GB	90%	FusionSeeker
5	positive	ENSG00000165632:ENSG00000167526	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000198740:ENSG00000271793	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000226383:ENSG00000287390	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000142534:ENSG00000163631	false_fusion	100GB	90%	FusionSeeker
10	positive	ENSG00000170954:ENSG00000183137	hybrid	100GB	90%	FusionSeeker
2	positive	ENSG00000170889:ENSG00000211459	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
4	positive	ENSG00000223745:ENSG00000204406	false_fusion	100GB	90%	FusionSeeker
20	positive	ENSG00000223745:ENSG00000185829	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000258537:ENSG00000139926	false_fusion	100GB	90%	FusionSeeker
14	positive	ENSG00000277304:ENSG00000260851	false_fusion	100GB	90%	FusionSeeker
6	positive	ENSG00000277304:ENSG00000260851	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000277304:ENSG00000275832	false_fusion	100GB	90%	FusionSeeker
6	positive	ENSG00000260851:ENSG00000275832	false_fusion	100GB	90%	FusionSeeker
11	positive	ENSG00000285076:ENSG00000230284	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000213260:ENSG00000164924	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000213260:ENSG00000164924	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000169410:ENSG00000091513	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000145425:ENSG00000198899	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000089157:ENSG00000162244	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000162378:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
18	positive	ENSG00000137707:ENSG00000196549	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
13	positive	ENSG00000175334:ENSG00000189326	truncated_tri_fusion	100GB	90%	FusionSeeker
29	positive	ENSG00000066322:ENSG00000189326	truncated_tri_fusion	100GB	90%	FusionSeeker
20	positive	ENSG00000143633:ENSG00000105819	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000246859:ENSG00000236654	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000149273:ENSG00000228205	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000204628:ENSG00000231500	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000007372:ENSG00000170919	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000007372:ENSG00000170919	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000081051	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000137970:ENSG00000273259	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000082641:ENSG00000235257	truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000100478:ENSG00000220960	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000108298:ENSG00000211459	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000166441:ENSG00000198712	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000254612:ENSG00000105993	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000173812:ENSG00000159111	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000204628:ENSG00000137154	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000011052:ENSG00000204628	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000169084:ENSG00000292338	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000169084:ENSG00000292338	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000167526:ENSG00000197756	false_fusion	100GB	90%	FusionSeeker
8	positive	ENSG00000260628:ENSG00000260851	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000163138:ENSG00000185774	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000160752:ENSG00000254979	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000185008:ENSG00000285741	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000181163:ENSG00000211459	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000197249:ENSG00000273259	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000183960:ENSG00000287069	false_fusion:Sense-Antisense	100GB	90%	FusionSeeker
2	positive	ENSG00000183960:ENSG00000287069	false_fusion:Sense-Antisense	100GB	90%	FusionSeeker
2	positive	ENSG00000288714:ENSG00000234147	false_fusion:Sense-Antisense	100GB	90%	FusionSeeker
3	positive	ENSG00000114391:ENSG00000181524	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000254772:ENSG00000197249	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000087086:ENSG00000168028	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000142534:ENSG00000197099	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000185559:ENSG00000211459	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000149541:ENSG00000198712	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000237173:ENSG00000177156	false_fusion	100GB	90%	FusionSeeker
9	positive	ENSG00000291137:ENSG00000177628	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000137818:ENSG00000218175	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000118137:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
3	positive	ENSG00000258344:ENSG00000229251	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000198763	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000175701:ENSG00000077380	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000175701:ENSG00000135205	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000283930:ENSG00000290439	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000137970:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000136235:ENSG00000273897	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000114942	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000176746:ENSG00000268066	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000142627:ENSG00000268066	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000226937:ENSG00000105372	false_fusion	100GB	90%	FusionSeeker
6	positive	ENSG00000183629:ENSG00000186115	truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000128272:ENSG00000091513	false_fusion	100GB	90%	FusionSeeker
6	positive	ENSG00000131374:ENSG00000164715	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000131374:ENSG00000164715	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000108518:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000198886	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
4	positive	ENSG00000260628:ENSG00000277304	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000142676:ENSG00000163631	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000111640:ENSG00000131469	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000236552:ENSG00000177600	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000074800:ENSG00000161016	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000071082:ENSG00000236735	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000130255:ENSG00000135250	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000220842:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000163468:ENSG00000170412	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000175414:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000181984:ENSG00000183629	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000196531:ENSG00000253506	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000161016:ENSG00000102309	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000211459:ENSG00000198938	false_fusion:mitochondrial	100GB	90%	FusionSeeker
2	positive	ENSG00000118181:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000196531:ENSG00000228224	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000137970:ENSG00000156508	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000087086:ENSG00000101439	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000173812:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000085433:ENSG00000215472	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000163209:ENSG00000266954	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000163209:ENSG00000102898	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000163209:ENSG00000102898	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000118137:ENSG00000185825	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000258289:ENSG00000198840	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
4	positive	ENSG00000291137:ENSG00000167554	truncated_tri_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000093072:ENSG00000148308	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000269692:ENSG00000277213	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000074800:ENSG00000215472	false_fusion	100GB	90%	FusionSeeker
3	positive	ENSG00000176343:ENSG00000197756	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000105372:ENSG00000186468	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000118137:ENSG00000198712	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
9	positive	ENSG00000114302:ENSG00000114374	hybrid	100GB	90%	FusionSeeker
2	positive	ENSG00000119888:ENSG00000225356	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000021645:ENSG00000258637	false_fusion:Sense-Antisense	100GB	90%	FusionSeeker
2	positive	ENSG00000173436:ENSG00000164587	false_fusion	100GB	90%	FusionSeeker
5	positive	ENSG00000259116:ENSG00000063177	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000158874:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
4	positive	ENSG00000115947:ENSG00000204406	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000150471:ENSG00000112306	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000161082:ENSG00000267448	false_fusion:Sense-Antisense	100GB	90%	FusionSeeker
2	positive	ENSG00000267448:ENSG00000104907	reverse_order:truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000278916:ENSG00000267448	truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000122406:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000149273:ENSG00000124783	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000221983:ENSG00000163631	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000165724:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000166441:ENSG00000115268	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000105372:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000198242:ENSG00000236148	false_fusion	100GB	90%	FusionSeeker
5	positive	ENSG00000164253:ENSG00000147604	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000230768:ENSG00000290655	truncated_tri_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000165672:ENSG00000135250	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000142937:ENSG00000161016	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000254772:ENSG00000198755	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000164211:ENSG00000246859	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000247572:ENSG00000112306	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000228358:ENSG00000236922	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000127184:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000132386:ENSG00000087086	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000197249:ENSG00000118271	false_fusion	100GB	90%	FusionSeeker
2	positive	ENSG00000137154:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000260032:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	90%	FusionSeeker
2	positive	ENSG00000105711:ENSG00000105063	intra_chromosome	100GB	95%	FusionSeeker
2	positive	ENSG00000105711:ENSG00000105063	intra_chromosome	100GB	95%	FusionSeeker
43	positive	ENSG00000143891:ENSG00000132300	intra_chromosome	100GB	95%	FusionSeeker
22	positive	ENSG00000164733:ENSG00000228373	reverse_order: hybrid	100GB	95%	FusionSeeker
263	positive	ENSG00000283228:ENSG00000182389	false_fusion	100GB	95%	FusionSeeker
411	positive	ENSG00000227028:ENSG00000183023	false_fusion	100GB	95%	FusionSeeker
2	positive	ENSG00000137818:ENSG00000211459	false_fusion:mitochondrial_genomic	100GB	95%	FusionSeeker
40	positive	ENSG00000233928:ENSG00000233571	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
33	positive	ENSG00000283098:ENSG00000258661	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
2	positive	ENSG00000122406:ENSG00000163631	false_fusion	100GB	95%	FusionSeeker
570	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
509	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
313	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
200	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
129	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
110	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
85	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
84	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
43	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
39	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
33	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
5	positive	ENSG00000285216:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
315	positive	ENSG00000285971:ENSG00000185942	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
145	positive	ENSG00000137807:ENSG00000173166	reverse_order: hybrid	100GB	95%	FusionSeeker
2	positive	ENSG00000262560:ENSG00000210082	false_fusion:mitochondrial_genomic	100GB	95%	FusionSeeker
44	positive	ENSG00000100211:ENSG00000204659	false_fusion	100GB	95%	FusionSeeker
171	positive	ENSG00000158987:ENSG00000145901	reverse_order: intra_chromosome	100GB	95%	FusionSeeker
47	positive	ENSG00000102898:ENSG00000266954	false_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000148604:ENSG00000100811	hybrid	100GB	95%	FusionSeeker
2	positive	ENSG00000111057:ENSG00000163631	false_fusion	100GB	95%	FusionSeeker
41	positive	ENSG00000213619:ENSG00000109861	reverse_order: hybrid	100GB	95%	FusionSeeker
83	positive	ENSG00000102174:ENSG00000289084	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
41	positive	ENSG00000102174:ENSG00000289084	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
22	positive	ENSG00000164011:ENSG00000105613	reverse_order: hybrid	100GB	95%	FusionSeeker
222	positive	ENSG00000141376:ENSG00000267131	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
124	positive	ENSG00000237188:ENSG00000250166	false_fusion	100GB	95%	FusionSeeker
20	positive	ENSG00000086758:ENSG00000292336	false_fusion	100GB	95%	FusionSeeker
2	positive	ENSG00000086758:ENSG00000292336	false_fusion	100GB	95%	FusionSeeker
32	positive	ENSG00000168958:ENSG00000248587	false_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000227372:ENSG00000117523	reverse_order: intra_chromosome	100GB	95%	FusionSeeker
88	positive	ENSG00000163930:ENSG00000128510	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000271763:ENSG00000128510	false_fusion	100GB	95%	FusionSeeker
66	positive	ENSG00000185442:ENSG00000128510	truncated_tri_fusion	100GB	95%	FusionSeeker
66	positive	ENSG00000271763:ENSG00000163930	false_fusion	100GB	95%	FusionSeeker
137	positive	ENSG00000185442:ENSG00000163930	truncated_tri_fusion	100GB	95%	FusionSeeker
75	positive	ENSG00000271763:ENSG00000185442	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
2	positive	ENSG00000272461:ENSG00000127928	false_fusion	100GB	95%	FusionSeeker
93	positive	ENSG00000124787:ENSG00000188312	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000071909:ENSG00000188312	false_fusion	100GB	95%	FusionSeeker
69	positive	ENSG00000071909:ENSG00000124787	false_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000163209:ENSG00000266954	false_fusion	100GB	95%	FusionSeeker
29	positive	ENSG00000163209:ENSG00000102898	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000085871:ENSG00000196782	false_fusion	100GB	95%	FusionSeeker
268	positive	ENSG00000247416:ENSG00000149294	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
47	positive	ENSG00000247416:ENSG00000149294	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
37	positive	ENSG00000247416:ENSG00000149294	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
41	positive	ENSG00000068796:ENSG00000288643	false_fusion	100GB	95%	FusionSeeker
2	positive	ENSG00000236552:ENSG00000071082	false_fusion	100GB	95%	FusionSeeker
44	positive	ENSG00000236708:ENSG00000146555	false_fusion	100GB	95%	FusionSeeker
142	positive	ENSG00000003393:ENSG00000145916	truncated_tri_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000159753:ENSG00000242366	false_fusion	100GB	95%	FusionSeeker
38	positive	ENSG00000102977:ENSG00000242366	false_fusion	100GB	95%	FusionSeeker
37	positive	ENSG00000159753:ENSG00000102977	false_fusion	100GB	95%	FusionSeeker
12	positive	ENSG00000284763:ENSG00000230284	intra_chromosome	100GB	95%	FusionSeeker
29	positive	ENSG00000268416:ENSG00000137251	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
37	positive	ENSG00000142627:ENSG00000176746	truncated_tri_fusion	100GB	95%	FusionSeeker
38	positive	ENSG00000229586:ENSG00000225626	truncated_tri_fusion	100GB	95%	FusionSeeker
2	positive	ENSG00000196531:ENSG00000253506	false_fusion	100GB	95%	FusionSeeker
81	positive	ENSG00000254979:ENSG00000285329	false_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000248049:ENSG00000198092	false_fusion	100GB	95%	FusionSeeker
17	positive	ENSG00000082641:ENSG00000144668	false_fusion	100GB	95%	FusionSeeker
10	positive	ENSG00000082641:ENSG00000235257	truncated_tri_fusion	100GB	95%	FusionSeeker
13	positive	ENSG00000144668:ENSG00000235257	false_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000141499:ENSG00000291134	reverse_order: hybrid	100GB	95%	FusionSeeker
28	positive	ENSG00000049759:ENSG00000203734	truncated_tri_fusion	100GB	95%	FusionSeeker
29	positive	ENSG00000141527:ENSG00000146143	false_fusion	100GB	95%	FusionSeeker
158	positive	ENSG00000164924:ENSG00000242315	read_through	100GB	95%	FusionSeeker
74	positive	ENSG00000197302:ENSG00000260737	reverse_order: intra_chromosome	100GB	95%	FusionSeeker
42	positive	ENSG00000182667:ENSG00000183715	false_fusion	100GB	95%	FusionSeeker
17	positive	ENSG00000182667:ENSG00000183715	false_fusion	100GB	95%	FusionSeeker
55	positive	ENSG00000277304:ENSG00000260781	false_fusion	100GB	95%	FusionSeeker
23	positive	ENSG00000277304:ENSG00000260781	false_fusion	100GB	95%	FusionSeeker
4	positive	ENSG00000277304:ENSG00000260781	false_fusion	100GB	95%	FusionSeeker
4	positive	ENSG00000277304:ENSG00000260781	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000277304:ENSG00000260851	false_fusion	100GB	95%	FusionSeeker
98	positive	ENSG00000260781:ENSG00000260851	false_fusion	100GB	95%	FusionSeeker
42	positive	ENSG00000168280:ENSG00000144320	reverse_order: hybrid	100GB	95%	FusionSeeker
7	positive	ENSG00000157954:ENSG00000291178	reverse_order: intra_chromosome	100GB	95%	FusionSeeker
74	positive	ENSG00000148362:ENSG00000169583	read_through	100GB	95%	FusionSeeker
40	positive	ENSG00000140853:ENSG00000198677	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
16	positive	ENSG00000230768:ENSG00000290655	truncated_tri_fusion	100GB	95%	FusionSeeker
31	positive	ENSG00000114779:ENSG00000260995	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000145216:ENSG00000134853	false_fusion	100GB	95%	FusionSeeker
115	positive	ENSG00000278916:ENSG00000104907	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
7	positive	ENSG00000284867:ENSG00000230284	false_fusion	100GB	95%	FusionSeeker
44	positive	ENSG00000082805:ENSG00000145907	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
35	positive	ENSG00000168676:ENSG00000198677	truncated_tri_fusion	100GB	95%	FusionSeeker
43	positive	ENSG00000168676:ENSG00000198677	truncated_tri_fusion	100GB	95%	FusionSeeker
17	positive	ENSG00000168676:ENSG00000198677	truncated_tri_fusion	100GB	95%	FusionSeeker
38	positive	ENSG00000286147:ENSG00000155011	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
34	positive	ENSG00000286147:ENSG00000155011	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
104	positive	ENSG00000225676:ENSG00000136861	hybrid	100GB	95%	FusionSeeker
108	positive	ENSG00000230590:ENSG00000273974	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
24	positive	ENSG00000230590:ENSG00000273974	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
12	positive	ENSG00000230590:ENSG00000273974	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
3	positive	ENSG00000230590:ENSG00000273974	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
48	positive	ENSG00000283515:ENSG00000214078	false_fusion	100GB	95%	FusionSeeker
38	positive	ENSG00000101384:ENSG00000270792	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
45	positive	ENSG00000115762:ENSG00000284604	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000131037:ENSG00000125503	read_through	100GB	95%	FusionSeeker
28	positive	ENSG00000176124:ENSG00000226961	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
48	positive	ENSG00000114638:ENSG00000121578	read_through	100GB	95%	FusionSeeker
222	positive	ENSG00000075975:ENSG00000132155	false_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000075975:ENSG00000132155	false_fusion	100GB	95%	FusionSeeker
32	positive	ENSG00000182871:ENSG00000109339	false_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000173638:ENSG00000109339	truncated_tri_fusion	100GB	95%	FusionSeeker
36	positive	ENSG00000182871:ENSG00000173638	false_fusion	100GB	95%	FusionSeeker
12	positive	ENSG00000164011:ENSG00000095066	false_fusion	100GB	95%	FusionSeeker
23	positive	ENSG00000100307:ENSG00000196236	false_fusion	100GB	95%	FusionSeeker
30	positive	ENSG00000084623:ENSG00000256422	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
44	positive	ENSG00000256422:ENSG00000177731	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
19	positive	ENSG00000084623:ENSG00000177731	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000198246:ENSG00000138698	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
160	positive	ENSG00000260364:ENSG00000261742	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
34	positive	ENSG00000249884:ENSG00000115652	false_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000172977:ENSG00000145216	false_fusion	100GB	95%	FusionSeeker
3	positive	ENSG00000172922:ENSG00000145216	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
22	positive	ENSG00000172977:ENSG00000172922	false_fusion	100GB	95%	FusionSeeker
37	positive	ENSG00000221910:ENSG00000102312	reverse_order:truncated_tri_fusion	100GB	95%	FusionSeeker
34	positive	ENSG00000185442:ENSG00000118960	false_fusion	100GB	95%	FusionSeeker
28	positive	ENSG00000185442:ENSG00000118960	false_fusion	100GB	95%	FusionSeeker
17	positive	ENSG00000185442:ENSG00000118960	false_fusion	100GB	95%	FusionSeeker
79	positive	ENSG00000254180:ENSG00000253394	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
45	positive	ENSG00000013503:ENSG00000257545	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
32	positive	ENSG00000013503:ENSG00000257545	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
18	positive	ENSG00000237461:ENSG00000255145	false_fusion	100GB	95%	FusionSeeker
48	positive	ENSG00000100767:ENSG00000285219	false_fusion	100GB	95%	FusionSeeker
27	positive	ENSG00000231252:ENSG00000162599	false_fusion:Sense-Antisense	100GB	95%	FusionSeeker
38	positive	ENSG00000219545:ENSG00000283549	false_fusion	100GB	95%	FusionSeeker
51	positive	ENSG00000141499:ENSG00000285565	reverse_order: hybrid	100GB	95%	FusionSeeker
38	positive	ENSG00000149273:ENSG00000262898	hybrid	100GB	95%	FusionSeeker
38	positive	ENSG00000134058:ENSG00000176970	truncated_tri_fusion	100GB	95%	FusionSeeker
22	positive	ENSG00000234736:ENSG00000176970	truncated_tri_fusion	100GB	95%	FusionSeeker
24	positive	ENSG00000234736:ENSG00000134058	truncated_tri_fusion	100GB	95%	FusionSeeker
33	positive	ENSG00000089094:ENSG00000094631	truncated_tri_fusion	100GB	95%	FusionSeeker
2	positive	ENSG00000091513:ENSG00000163631	false_fusion	100GB	95%	FusionSeeker
